,PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,firstsummitdate,Unnamed: 0,accuracy,formatted_address,google_place_id,latitude,longitude,number_of_results,postcode,status,type
0,AMAD,Ama Dablam,Amai Dablang,Khumbu Himal,6814,22356,12,2,True,False,False,,,1,2,,1961,1,AMAD61101,Mar 13,"New Zealand, USA, UK","Mike Gill, Wally Romanes, Barry Bishop, Michael Ward",,,,Mar 13 1961,0,APPROXIMATE,"Ama Dablam, Khumjung 56000, Nepal",ChIJPSR3_fQA6TkRCwmkOk-rmqE,27.8618748,86.8611631,1,56000,OK,"establishment,natural_feature"
1,AMPG,Amphu Gyabjen,,Khumbu Himal (N of Ama Dablam),5630,18471,12,2,True,False,False,,Opened in 2002,1,2,,1953,1,AMPG53101,Apr 11,UK,"John Hunt, Tom Bourdillon",,,,Apr 11 1953,1,,,,27.878611,86.871389,0,,ZERO_RESULTS,
2,ANN1,Annapurna I,,Annapurna Himal,8091,26545,1,5,True,False,False,,,1,2,,1950,1,ANN150101,Jun 03,France,"Maurice Herzog, Louis Lachenal",,,,Jun 03 1950,2,APPROXIMATE,"Annapurna, Narchyang, Nepal",ChIJ94QfBUQcvjkR-zkLX9K-HJQ,28.596111,83.820278,1,,OK,"establishment,natural_feature"
3,ANN2,Annapurna II,,Annapurna Himal,7937,26040,1,5,True,False,False,,,1,2,,1960,1,ANN260101,May 17,"UK, Nepal","Richard Grant, Chris Bonington, Ang Nyima Sherpa",,,,May 17 1960,3,APPROXIMATE,"Annapurna II, Pisang 33500, Nepal",ChIJ_RjyDu6HlTkR57RJ_hTlGtA,28.535,84.1224999,1,33500,OK,"establishment,natural_feature"
4,ANN3,Annapurna III,,Annapurna Himal,7555,24787,1,5,True,False,False,,,1,2,,1961,1,ANN361101,May 06,India,"Mohan S. Kohli, Sonam Gyatso, Sonam Girmi",,,,May 06 1961,4,APPROXIMATE,"Annapurna III, Machhapuchchhre 33700, Nepal",ChIJaRhQjuEgvjkRncMG76M7Y1M,28.585,83.9908333,1,33700,OK,"establishment,natural_feature"
5,ANN4,Annapurna IV,,Annapurna Himal,7525,24688,1,5,True,False,False,,,1,2,,1955,1,ANN455101,May 30,W Germany,"Heinz Steinmetz, Harald Biller, Juergen Wellenkamp",,,,May 30 1955,5,APPROXIMATE,"Annapurna, Narchyang, Nepal",ChIJ94QfBUQcvjkR-zkLX9K-HJQ,28.596111,83.820278,1,,OK,"establishment,natural_feature"
6,ANNE,Annapurna I East Smt,,Annapurna Himal (ENE of Annapurna I),8026,26332,1,5,True,False,False,,Requires permit for Annapurna I,1,2,,1974,1,ANNE74101,Apr 29,Spain,"Jose Manuel Anglada Nieto, Jorge Pons Sangines, Emilio Givis Abad",,,,Apr 29 1974,6,ROOFTOP,"119 Park Ave, Summit, NJ 07901, USA",ChIJ94Rt2U6uw4kRQMwSee8guMk,28.597,83.833,2,07901,OK,"establishment,gym,health,point_of_interest"
7,ANNM,Annapurna I Middle Smt,,Annapurna Himal (ENE of Annapurna I),8051,26414,1,5,True,False,False,,Requires permit for Annapurna I,1,2,,1980,3,ANNM80301,Oct 03,W Germany,"Udo Boening, Ludwig Greissl, Heinz Oberrauch",,,,Oct 03 1980,7,,,,28.596,83.827,0,,ZERO_RESULTS,
8,ANNS,Annapurna South,"Annapurna Dakshin, Moditse",Annapurna Himal (S of Annapurna I and Fang),7219,23684,1,5,True,False,False,,,1,2,,1964,3,ANNS64301,Oct 15,"Japan, Nepal","Shiochiro Uyeo, Mingma Tsering Sherpa",,,,Oct 15 1964,8,APPROXIMATE,"Annapurna Dakshin, Ghandruk 33700, Nepal",ChIJFSxT2zL2lTkR6_cz4PlfALk,28.5183333,83.8058333,1,33700,OK,"establishment,natural_feature"
9,APIM,Api Main,,Api Himal,7132,23399,2,7,True,False,False,,,1,2,,1960,1,APIM60101,May 10,"Japan, Nepal","Katsutoshi Hirabayashi, Gyaltsen Norbu Sherpa",1st ascent claimed by UK (H. S. Landor) in 1899 but probably reached only 5000m,,,May 10 1960,9,ROOFTOP,"1108 E Main St, Clarion, PA 16214, USA",ChIJZZG2M8jMzIkR3nSzkNd0UQo,30.004167,80.933333,2,16214,OK,"car_repair,establishment,point_of_interest,store"
10,APIW,Api West,,Api Himal (W of Api),7076,23215,2,7,True,False,False,,,1,1,,0,0,,,,Unclimbed,,,,,10,ROOFTOP,"2933 W Prospect Rd, Ashtabula, OH 44004, USA",ChIJo0mI_SAgMogRU2Mwl9JEwZs,30.0,80.932222,1,44004,OK,"car_repair,establishment,point_of_interest,store"
11,BARU,Baruntse,,Khumbu Himal (W of Makalu),7152,23465,12,2,True,False,False,,,1,2,,1954,1,BARU54101,May 29,New Zealand,"Colin Todd, Geoff Harrow",,,,May 29 1954,11,APPROXIMATE,"Baruntse, 56000, Nepal",ChIJCZMmL0v_6DkRIklSh6sXSb0,27.8719444,86.9819444,1,56000,OK,"establishment,natural_feature"
12,BAUD,Baudha,,Mansiri Himal (SE of Manaslu and Himalchuli),6672,21890,15,4,True,False,False,,,1,2,,1970,1,BAUD70101,May 02,Japan,"Yoshiyuki Kobayashi, Kiyoyasu Shibata",,,,May 02 1970,12,ROOFTOP,"Buddha Stupa, Sundhara Marg, Kathmandu 44600, Nepal",ChIJlSglTdob6zkRS-ibXx3xM9w,28.378611,84.677222,1,44600,OK,"art_gallery,establishment,point_of_interest"
13,BHEM,Bhemdang Ri,"Pemthang Ri, Morimoto",Jugal Himal (NNW of Dorje Lhakpa),6150,20177,8,3,True,False,False,,,1,2,,1964,1,BHEM64101,May 10,"Japan, Nepal","Tetsuya Kondo, Soshiro Sasaki, Mingma Tshering Sherpa",,,,May 10 1964,13,,,,28.273611,85.665556,0,,ZERO_RESULTS,
14,BHRI,Bhrikuti,Damodar Himal,Damodar Himal (NE of Thorong La near Tibetan border),6476,21247,3,5,True,False,False,,Opened in 2014,1,2,,1982,1,BHRI82101,May 18,"Japan, Nepal","Takashi Sakuma, Masanobu Tsuchiya, Tashi Jangbu Sherpa",1-3rd ascents claimed,,,May 18 1982,14,,,,28.918889,84.1475,0,,ZERO_RESULTS,
15,BOBA,Bobaye,,Api Himal (S of Nampa),6808,22336,2,7,True,False,False,,,1,2,,1996,3,BOBA96301,Nov 02,Slovenia,Tomaz Humar,,,,Nov 02 1996,15,APPROXIMATE,"Bobaye, Central African Republic",ChIJZfJQz5H6whARZoFDHWvPmtA,29.958321,81.021302,1,,OK,"locality,political"
16,CHAM,Chamlang,,"Khumbu Himal (in Hongku Valley, SW of Makalu)",7321,24019,12,2,True,False,False,,,1,2,,1962,1,CHAM62101,May 31,"Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)",,,,May 31 1962,16,APPROXIMATE,"Chamlang, 56900, Nepal",ChIJaaBXMfb76DkRGF8zsd4IC-E,27.775,86.9791666,1,56900,OK,"establishment,natural_feature"
17,CHAN,Changla,Changla Himal,Changla Himal (N of Jumla on Tibetan border),6563,21532,17,7,True,False,False,,,4,2,,2010,3,CHAN10301,Sep 27,Japan,"Hirofumi Kobayashi, Seiya Nakasukasa, Yuta Shibayama, Naoki Yamaguchi",Climbed illegally by Sean Burch in October 2016?,,,Sep 27 2010,17,APPROXIMATE,"Chang La Pass, 194201",ChIJA5wgUYAH_jgRXAgdlT4W_e8,30.303056,82.128889,1,194201,OK,"establishment,natural_feature"
18,CHMN,Chamar North,Peak 23,Shringi Himal,7165,23507,5,4,True,False,False,,Opened in 2014,1,2,,1953,1,CHMN53101,Jun 05,"New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa",,,,Jun 05 1953,18,GEOMETRIC_CENTER,"Chamar Cir, Kannapolis, NC 28081, USA",ChIJYzk6HSwEVIgRYT9A_V3TNWE,28.555278,84.945278,1,28081,OK,route
19,CHEO,Cheo Himal,,Peri Himal (ESE of Himlung Himal on Tibetan border),6820,22375,18,5,True,False,False,,,4,2,,1991,3,CHEO91301,Oct 13,"Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa",,,,Oct 13 1991,19,,,,28.764444,84.451667,0,,ZERO_RESULTS,
20,CHOY,Cho Oyu,,Khumbu Himal (NW of Everest on Tibetan border),8188,26864,12,2,True,False,False,,,4,2,,1954,3,CHOY54301,Oct 19,"Austria, Nepal","Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama",,,,Oct 19 1954,20,APPROXIMATE,Cho Oyu,ChIJF7M9Rpe86TkRzw_BkfEukiQ,28.0972891,86.658475,1,,OK,"establishment,natural_feature"
21,CHOB,Chobuje,"Chobutse, Tsoboje",Rolwaling Himal (NE of Tsho Rolpa),6686,21936,19,2,True,False,False,,,1,2,,1972,1,CHOB72101,Apr 24,W Germany,"Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder",Illegal ascent,,,Apr 24 1972,21,,,,27.880556,86.4925,0,,ZERO_RESULTS,
22,CHOL,Cholatse,"Tsolatse, Jobo Lhaptshan",Khumbu Himal (N of Tawoche),6423,21073,12,2,False,False,True,2002.0,Converted to trekking peak in 2002,1,2,,1982,1,CHOL82101,Apr 22,"USA, UK","John Roskelley, Galen Rowell, Vern Clevenger, Bill O'Connor",,,,Apr 22 1982,22,APPROXIMATE,"Cholatse, Khumjung 56000, Nepal",ChIJZ39YikOo6TkR4incCrJTg8c,27.885,86.771667,1,56000,OK,"establishment,natural_feature"
23,CHOP,Cho Polu,,"Khumbu Himal (S of Shartse, N of Baruntse)",6700,21982,12,2,True,False,False,,,1,2,,1984,3,CHOP84301,Nov,Spain,Nil Bohigas Martorell,"1st official ascent Nov 12, 1999 by Markus Walter, Guenter Jung, Olaf Rieck and Dieter Ruelker (Germans)",,,Nov 1984,23,APPROXIMATE,"Cho Polu, 56900, Nepal",ChIJi-ghZd9V6DkR5-rXZMVeoSc,27.919167,86.981944,1,56900,OK,"establishment,natural_feature"
24,CHUL,Chulu Central,Chulu East,Damodar Himal (E of Thorong La),6584,21601,3,5,False,False,True,1978.0,,1,2,,1955,1,CHUL55201,Jul 23,W Germany,"Heinz Steinmetz, Harald Biller, Fritz Lobbichler, Juergen Wellenkamp",,,,Jul 23 1955,24,APPROXIMATE,"Chulu, Malawi",ChIJF-abmS67HhkRBmWTWG5a6pk,28.74138889,84.02805556,1,,OK,"locality,political"
25,CHUG,Chukyima Go,Chugimago,Rolwaling Himal (WSW of Tesi Laptsa),6258,20531,19,2,True,False,False,,Opened in 2014,1,2,,2014,3,CHUG14301,Nov 12,Slovenia,"Domen Kastelic, Sam Hennessey","Originally thought that 1952 Scottish expedition climbed this peak, but likely Peak 5794m instead",,,Nov 12 2014,25,,,,27.832433,86.450005,0,,ZERO_RESULTS,
26,CHUR,Churen Himal Central,,Dhaulagiri Himal (NW of Dhaulagiri VI),7385,24229,4,6,True,False,False,,One permit for Churen Himal's three summits,1,2,,1970,3,CHUR70301,Oct 24,Japan,"Masayoshi Fukui, Kozo Hasegawa",,,,Oct 24 1970,26,,,,28.735,83.216,0,,ZERO_RESULTS,
27,CHUW,Chulu West,,Damodar Himal (E of Thorong La),6419,21060,3,5,False,False,True,1978.0,,1,2,,1952,3,CHUW52301,Oct 23,Japan,"Kinji Imanishi, Kazuhiko Hayashi, Sasuke Nakao, Jiro Taguchi, Masataka Takagi, Sakuta Takebushi",,,,Oct 23 1952,27,APPROXIMATE,"Chulu East, Tanki Manang 33500, Nepal",ChIJd-pCFEk7vjkRq2Cuup82ugw,28.7358333,84.0341666,1,33500,OK,"establishment,natural_feature"
28,TAPL,Taple Shikhar,Cross Peak,Kangchenjunga Himal (W of Nepal Peak),6447,21152,9,1,True,False,False,,Opened in 2002,1,2,,1998,3,TAPL98301,Oct 08,"Japan, Nepal","Misako Miyazawa, Gumba Sherpa, Kancha Sunwar Sherpa, Pemba Lama Sherpa",,,,Oct 08 1998,28,GEOMETRIC_CENTER,"Gajhandi Rd, Gujhandi, Jharkhand 825409, India",ChIJtYHNYgkN8zkR26IIXTVLwjQ,27.750833,88.15,2,825409,OK,"establishment,hindu_temple,place_of_worship,point_of_interest"
29,CTSE,Changtse,Everest North Peak,Khumbu Himal,7583,24879,12,2,False,True,False,,Peak entirely within China,2,2,,1982,1,CTSE82301,Oct 14,W Germany,Udo Zehetleitner,,,,Oct 14 1982,29,APPROXIMATE,"Changtse, Tingri, Xigaze, China",ChIJO5bOOilT6DkRMiTKQztToAE,28.0258333,86.9091666,1,,OK,"establishment,natural_feature"
30,DHA1,Dhaulagiri I,,Dhaulagiri Himal,8167,26795,4,6,True,False,False,,,1,2,,1960,1,DHA160101,May 13,"Switzerland, Austria, W Germany, Nepal","Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa",,,,May 13 1960,30,APPROXIMATE,"Dhaulagiri I, Mudi 33200, Nepal",ChIJdW02ZE77vTkRFYPLewLO5pQ,28.6966666,83.4941666,1,33200,OK,"establishment,natural_feature"
31,DHA2,Dhaulagiri II,,Dhaulagiri Himal (NW of Dhaulagiri I),7751,25430,4,6,True,False,False,,,1,2,,1971,1,DHA271101,May 18,"Austria, USA, Nepal","Adolf Huber, Ronald Fear, Adi Weissensteiner, Jangbu Sherpa",,,,May 18 1971,31,APPROXIMATE,"Dhaulagiri II, Mudi 21400, Nepal",ChIJ82xF6xnvvTkRzloT5ZyXMuo,28.7633333,83.3883333,2,21400,OK,"establishment,natural_feature"
32,DHA3,Dhaulagiri III,"Nalu, Naula",Dhaulagiri Himal (SW of Dhaulagiri II),7715,25312,4,6,True,False,False,,,1,2,,1973,3,DHA373301,Oct 20,W Germany,"Klaus Schreckenbach, Gerhard Haberl, Hans Saler",,,,Oct 20 1973,32,GEOMETRIC_CENTER,"Cumbre Dhaulagiri, León, Gto., Mexico",ChIJ17pSebfBK4QRjORu_J0cOjc,28.754444,83.379444,1,,OK,route
33,DHA4,Dhaulagiri IV,,Dhaulagiri Himal (W of Dhaulagiri V),7661,25135,4,6,True,False,False,,,1,2,,1975,1,DHA475101,May 09,Japan,"Shiro Kawazu, Etsuro Yasuda",1st ascent claimed (summmiters died in fall on descent),,,May 09 1975,33,GEOMETRIC_CENTER,"Anand Vihar, Kaushambi, Ghaziabad, Uttar Pradesh 201012, India",ChIJ1VbXKTD7DDkRodSjXQnzoGI,28.738611,83.315278,1,201012,OK,"establishment,point_of_interest,premise"
34,DHA5,Dhaulagiri V,,Dhaulagiri Himal (SW of Dhaulagiri III),7618,24993,4,6,True,False,False,,,1,2,,1975,1,DHA575101,May 01,"Japan, Nepal","Masaaki Morioka, Pemba Tsering Sherpa",,,,May 01 1975,34,APPROXIMATE,"Dhawalagiri, Nepal",ChIJycgVMoT9vTkRxZN_0MqjZzQ,28.734444,83.365556,1,,OK,"administrative_area_level_2,political"
35,DHA6,Dhaulagiri VI,,Dhaulagiri Himal (WSW of Dhaulagiri IV),7268,23845,4,6,True,False,False,,,1,2,,1970,1,DHA670101,Apr 17,Japan,"Shiro Kawazu, Shoichi Kimura, Hisazumi Nakamura, Seijiro Yamamura",,,,Apr 17 1970,35,GEOMETRIC_CENTER,"Narayan Ma Vi Galli, Kushma 33400, Nepal",ChIJSeDjxsrmlTkRdIcKABhhd2Q,28.708333,83.275278,2,33400,OK,route
36,DHAM,Dhampus,"Thapa Peak, Marpha Peak",Mukut Himal (NE of Dhaulagiri I and Tukuche),6012,19724,16,6,True,False,False,,,1,2,,1960,1,DHAM60101,Apr,Austria,Kurt Diemberger,Dhampus has two summits (the western summit is called Thapa),,,Apr 1960,36,APPROXIMATE,"Dhampus 33700, Nepal",ChIJDwHvD3rulTkRmxlVTIbRntk,28.798,83.605,1,33700,OK,"locality,political"
37,DOGA,Dogari,,Dhaulagiri Himal (WNW of Putha Hiunchuli),6536,21444,4,6,True,False,False,,Opened in 2003,1,1,,0,0,,,,Unclimbed,,,,,37,APPROXIMATE,"Dogari, Madhya Pradesh 486886, India",ChIJK6BrM2SriDkRoYRwMaLcGSo,28.767222,83.100833,3,486886,OK,"locality,political"
38,PEMK,Pemthang Karpo Ri,"Dome Blanc, Kan Karmo",Jugal Himal (NNW of Dorje Lhakpa on Tibetan border),6865,22523,8,3,True,False,False,,Opened in 2014,4,2,,1955,1,PEMK55101,May 14,"Switzerland, Nepal","Raymond Lambert, Ang Norbu Sherpa, Kami Tshering Sherpa, Pasang Sherpa, Pemba Gyaltzen Sherpa",,,,May 14 1955,38,,,,28.249167,85.750556,0,,ZERO_RESULTS,
39,DORJ,Dorje Lhakpa,,Jugal Himal (near Tibetan border),6966,22854,8,3,True,False,False,,,1,2,,1981,3,DORJ81301,Oct 18,"Japan, Nepal","Kunio Kataoka, Makoto Anbe, Kazunari Murakami, Eiichi Shingyoji, Pemba Tsering Sherpa",Rumored that two British climbers summited via the W Ridge in 1979 (Dick Isherwood and Geoff Cohen),,,Oct 18 1981,39,APPROXIMATE,"Dorje Lhakpa, Golche, Nepal",ChIJTS6H4zpD6jkR-RJhuNHKXR8,28.1741666,85.7791666,1,,OK,"establishment,natural_feature"
40,DRAN,Drangnag Ri,Thaknak Ri,Rolwaling Himal (N of Tesi Laptsa near Tibetan border),6757,22169,19,2,True,False,False,,,1,2,,1995,1,DRAN95101,Apr 30,"Norway, UK, Nepal","Chris Bonington, Ralph Hoibakk, Bjorn Myrer-Lund, Lhakpa Gyalu Sherpa, Pema Dorje Sherpa",,,,Apr 30 1995,40,GEOMETRIC_CENTER,"Gokyo Ri Marg, Khumjung 56000, Nepal",ChIJtXciCJOm6TkRN8P9zP-2654,27.9563128,86.6878836,1,56000,OK,route
41,DROM,Drohmo,"Domo, Longridge Peak",Jongsang Himal (NNW of Kangchenjunga),6881,22575,7,1,True,False,False,,Opened in 1997,1,1,,0,0,,,,Main summit unclimbed,,,,,41,APPROXIMATE,"Drohmo, Lelep 57500, Nepal",ChIJaafogBtU5jkRVb1d8BiBlSU,27.8241666,88.1024999,1,57500,OK,"establishment,natural_feature"
42,EVER,Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8850,29035,12,2,True,False,False,,,4,2,,1953,1,EVER53101,May 29,"New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa",,,,May 29 1953,42,APPROXIMATE,"Everest, KS 66424, USA",ChIJD9qR-M_Cv4cRLabaTHHjjns,27.988056,86.925278,1,66424,OK,"locality,political"
43,FANG,Fang,"Varaha Shikhar, Varaha Chuli, Finger",Annapurna Himal (SW of Annapurna I),7647,25089,1,5,True,False,False,,,1,2,,1980,1,FANG80101,May 17,"Austria, Nepal","Sepp Mayerl, Hermann Neumair, Ang Chepal Sherpa",,,,May 17 1980,43,ROOFTOP,"660 Howard St, San Francisco, CA 94105, USA",ChIJsfbADX2AhYARso30kEbG2yc,28.578131,83.80133,1,94105,OK,"bar,establishment,food,point_of_interest,restaurant"
44,FIRN,Firnkopf,Firnkopf East,Saipal Himal (W of Saipal),6730,22080,20,7,True,False,False,,,1,1,,0,0,,,,Unclimbed,,,,,44,,,,29.89306,81.43139,0,,ZERO_RESULTS,
45,FIRW,Firnkopf West,,Saipal Himal (WSW of Firnkopf),6745,22129,20,7,True,False,False,,,1,2,,1987,3,FIRW87301,Oct 25,"Austria, W Germany, Nepal","Franz Kroell, Fritz Mross, Ang Chopal Sherpa",Austrian Saipal expedition of 1954 may have reached Firnkopf West,,,Oct 25 1987,45,,,,29.883333,81.433333,0,,ZERO_RESULTS,
46,GAMA,Gama Peak,,"Dhaulagiri Himal (N of Dhaulagiri VI, S of Junction Peak)",7187,23579,4,6,False,True,False,,,1,2,,1970,3,GAMA70301,Oct 25,Japan,"Goro Nabeyama, Katsuhiro Nakashima",,,,Oct 25 1970,46,APPROXIMATE,"Gamma Peak, Washington 98241, USA",ChIJAzdRh3kmm1QRts5_bEeaEoo,28.716739, 83.277093,1,98241,OK,"establishment,natural_feature"
47,GAN1,Ganesh I,Yangra Kangri,Ganesh Himal (on Tibetan border),7422,24350,5,4,True,False,False,,,4,2,,1955,3,GAN155301,Oct 24,"Switzerland, France","Raymond Lambert, Eric Gauchat, Claude Kogan",,,,Oct 24 1955,47,ROOFTOP,"Ganesh Apartment, GF-16, Ring Rd, Khamla Square, Kotwal Nagar, Khamla, Nagpur, Maharashtra 440025, India",ChIJC5wfQIK_1DsRg-61skkk5PE,28.391526,85.127064,10,440025,OK,street_address
48,GAN3,Ganesh III,"Salasungo, Kang Lombo",Ganesh Himal (S of Ganesh I on Tibetan border),7043,23107,5,4,True,False,False,,,4,2,,1979,3,GAN379301,Oct 19,"Japan, Nepal","Hideo Ogura, Pemba Tshering Sherpa, Dawa Norbu Sherpa",Note: This mountain previously known as Ganesh II till re-surveyed in early 1990's.,,,Oct 19 1979,48,ROOFTOP,"Ganesh Building, Dr Baba Saheb Ambedkar Rd, Gautam Nagar, Dadar, Mumbai, Maharashtra 400014, India",ChIJ95b7it3O5zsRGdXItP7hlGo,28.335278,85.122,8,400014,OK,premise
49,GAN2,Ganesh II,,Ganesh Himal (WSW of Ganesh I),7118,23353,5,4,True,False,False,,,1,2,,1981,3,GAN281302,Oct 16,"W Germany, Nepal","Hermann Warth, Ang Chepal Sherpa, Nga Temba Sherpa, Nima Tenzing Sherpa",Note: This mountain previously known as Ganesh III till re-surveyed in early 1990's.,,,Oct 16 1981,49,APPROXIMATE,"Ganesh II, Kerauja, Nepal",ChIJZ4nQ08ix6jkRiTqbggedg2U,28.379,85.057,2,,OK,"establishment,natural_feature"
50,GAN4,Ganesh IV,Pabil,Ganesh Himal (SW of Ganesh I),7104,23307,5,4,True,False,False,,,1,2,,1978,3,GAN478301,Oct 20,"Japan, Nepal","T Tomita, H Yoshio, K Aoyagi, M Hashimoto, Y Hashimoto, Y Okuma, T Shimoji, T Suzuki, I Yasuda, Yogendra Thapa, Kamal Bhandari, Mingma Tenzing Sherpa, Sonan Wolang Sherpa",,,,Oct 20 1978,50,GEOMETRIC_CENTER,"Ganesh Pl, Durham, NC 27705, USA",ChIJZTXYhljnrIkRUWAlBT7SzRo,28.346,85.08,1,27705,OK,route
51,GAN5,Ganesh V,Lapsang Karbo,Ganesh Himal (SE of Ganesh I on Tibetan border),6770,22211,5,4,True,False,False,,,4,2,,1980,1,GAN580101,Apr 21,"Japan, Nepal","Tatsumi Sasaki, Akihiko Komori, Lhakpa Dorje Sherpa, Nima Tenzing Sherpa, Nima Nuru Sherpa",,,,Apr 21 1980,51,ROOFTOP,"5303 Harry Hines Blvd, Dallas, TX 75390, USA",ChIJpSuTIwOcToYREfOG5t7sc-Q,28.332,85.159,1,75390,OK,"doctor,establishment,health,point_of_interest"
52,GAN6,Ganesh VI,,Ganesh Himal (subpeak SE of Ganesh II),6908,22664,5,4,True,False,False,,Opened in 2002,1,2,,2000,1,GAN600101,May 23,Japan,"Osamu Tanabe, Yasuhiro Hanatani",Possibly climbed in 1981 by Japanese Ganesh II team led by Hiroyashu Shirakabe,,,May 23 2000,52,,,,28.371,85.062,0,,ZERO_RESULTS,
53,GANC,Ganchenpo,"Fluted Peak, Ganchempo",Jugal Himal (W of Dorje Lhakpa and Urkinmang),6378,20925,8,3,True,False,False,,,1,2,,1971,3,GANC71302,OctNov,USA,"Terry Bech, Cheri Bech",,,,OctNov 1971,53,,,,28.168889,85.681944,0,,ZERO_RESULTS,
54,GAND,Gandharva Chuli,"Gandharbha, Gabelhorn Peak",Annapurna Himal (SSW of Annapurna III near Machhapuchhare),6248,20499,1,5,True,False,False,,,1,2,,2013,1,GAND13101,May 06,Romania,"Cosmin Andron, Christina Pogacean",,,,May 06 2013,54,,,,28.53833,83.96,0,,ZERO_RESULTS,
55,GANG,Gangapurna,,Annapurna Himal (NW of Annapurna III),7455,24459,1,5,True,False,False,,,1,2,,1965,1,GANG65101,May 06,"W Germany, Nepal","Gunter Hauser, Ludwig Greissl, Hermann Kollensperger, Erich Reismueller, Ang Temba Sherpa, Phu Dorje Sherpa",,,,May 06 1965,55,APPROXIMATE,"Gangapurna, 33500, Nepal",ChIJ1zwrz7whvjkRL6G_qZCrPn4,28.605,83.9633333,1,33500,OK,"establishment,natural_feature"
56,GAUR,Gaurishankar,Jomo Tseringma,Rolwaling Himal (on Tibetan border),7135,23409,19,2,True,False,False,,,4,2,,1979,1,GAUR79101,May 08,"US, Nepal","John Roskelley, Dorje Sherpa",,,,May 08 1979,56,APPROXIMATE,"Gauri Sankar, 45500, Nepal",ChIJbW0Mj16B6TkRRntZizeuw0Q,27.95,86.3333333,1,45500,OK,"establishment,natural_feature"
57,GHUN,Ghustang North,,Dhaulagiri Himal (WNW of Gurja Himal),6529,21421,4,6,True,False,False,,Opened in 2003,1,2,,1962,3,GHUN62301,Oct 22,"UK, Nepal","J.O.M. Roberts, Ang Pema Sherpa, Nawang Dorje Sherpa",,,,Oct 22 1962,57,ROOFTOP,"10901 SW 15th St, Yukon, OK 73099, USA",ChIJKzCJRCcJsocRGGaNJmwCjTg,28.680556,83.247778,1,73099,OK,"establishment,point_of_interest,school"
58,GHUS,Ghustang South,,Dhaulagiri Himal (WSW of Gurja Himal),6465,21211,4,6,True,False,False,,Opened in 2003,1,1,,0,0,,,,Unclimbed,,,,,58,APPROXIMATE,"Mustang, OK 73064, USA",ChIJuXMJkcMLsocRWssJ7wKDDKw,28.672222,83.246389,1,73064,OK,"locality,political"
59,MATA,Matathumba,"Matatumpa, Ghyuthumba East",Jagdula Lekh (S of Kanjiroba Himal),5767,18921,10,7,False,True,False,,,1,2,,1961,1,MATA61101,May 16,"UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa",,,,May 16 1961,59,,,,,,0,,ZERO_RESULTS,
60,GHYM,Ghyuthumba Main,"Gutumpa, Pasang Peak",Jagdula Lekh (S of Kanjiroba Himal),5806,19049,10,7,False,True,False,,,1,2,,1953,3,GHYM53301,Nov,"Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa",,,,Nov 1953,60,,,,,,0,,ZERO_RESULTS,
61,GIME,Gimmigela Chuli East,Twins,Kangchenjunga Himal (N of Kangchenjunga on Indian border),7007,22989,9,1,False,True,False,,Requires permit for Gimmigela Chuli,5,2,,1993,3,GIME93301,Oct 09,"Japan, Nepal","Hideo Koike, Masanori Sato, Taro Tanigawa, Chuldin Sherpa, Pasang Nima Sherpa, Phurba Sherpa",,,,Oct 09 1993,61,APPROXIMATE,"Gimmigela Chuli, Lelep 57500, Nepal",ChIJUQLlGPNX5jkRYh36k22rOIY,27.733333,88.15,1,57500,OK,"establishment,natural_feature"
62,GIMM,Gimmigela Chuli,Twins,Kangchenjunga Himal (N of Kangchenjunga on Indian border),7350,24114,9,1,True,False,False,,,5,2,,1994,3,GIMM94301,Oct 29,"Japan, Nepal","Shigeru Yokokuwa, Dawa Wangchuk Sherpa, Pasang Gyalzen Sherpa, Pasang Tenzing Sherpa",,,,Oct 29 1994,62,APPROXIMATE,"Gimmigela Chuli, Lelep 57500, Nepal",ChIJUQLlGPNX5jkRYh36k22rOIY,27.733333,88.15,1,57500,OK,"establishment,natural_feature"
